model,fold,num_layers,hidden_dim,heads,lr,test_mse,test_mae,test_rmse,rounded_acc
GCN,2,2,64,,0.1,0.07458437234163284,0.21833327412605286,0.273101395715278,0.7119717001914978
GCN,2,2,64,,0.001,0.07479497045278549,0.2184077650308609,0.2734866915460156,0.7117854952812195
GCN,2,2,64,,0.01,0.07446769624948502,0.21815021336078644,0.2728876989706297,0.7095512747764587
GCN,2,2,64,,0.1,0.07460975646972656,0.21917058527469635,0.27314786557783416,0.7119717001914978
GCN,2,2,64,,0.001,0.07451850175857544,0.2188507467508316,0.27298077177445196,0.7117854952812195
GCN,2,2,64,,0.01,0.07426945120096207,0.21794529259204865,0.2725242213106242,0.7061999440193176
GCN,2,2,64,,0.1,0.07468575239181519,0.22047366201877594,0.2732869414952262,0.7119717001914978
GCN,2,3,16,,0.001,0.09033829718828201,0.2265188843011856,0.3005632998026905,0.5229938626289368
GCN,2,3,16,,0.01,0.0747070163488388,0.21830548346042633,0.2733258428119061,0.7119717001914978
GCN,2,3,16,,0.1,0.07459025830030441,0.21859107911586761,0.27311217164437107,0.7119717001914978
GCN,2,3,16,,0.001,0.07520399242639542,0.21652190387248993,0.27423346335995435,0.7106683850288391
GCN,2,3,16,,0.01,0.07437029480934143,0.21845826506614685,0.2727091762470442,0.711040735244751
GCN,2,3,16,,0.1,0.07462025433778763,0.21866023540496826,0.27316708135825524,0.7119717001914978
GCN,2,3,16,,0.001,0.0749204084277153,0.2179202437400818,0.2737159265145441,0.7091789245605469
GCN,2,3,16,,0.01,0.07459308207035065,0.21893595159053802,0.2731173412113384,0.7119717001914978
GCN,2,3,16,,0.1,0.07463929802179337,0.21977543830871582,0.2732019363434186,0.7119717001914978
GCN,2,3,16,,0.001,0.07959508895874023,0.21431328356266022,0.28212601609695664,0.5933718085289001
GCN,2,3,16,,0.01,0.0746549591422081,0.21873153746128082,0.27323059700957375,0.7121578454971313
GCN,2,3,16,,0.1,0.07460203021764755,0.21885612607002258,0.273133722227131,0.7119717001914978
GCN,2,3,32,,0.001,0.07503627240657806,0.2152523696422577,0.2739274947984924,0.7121578454971313
GCN,2,3,32,,0.01,0.0744343176484108,0.21756219863891602,0.27282653398892637,0.7102960348129272
GCN,2,3,32,,0.1,0.07464257627725601,0.21983273327350616,0.2732079359704912,0.7119717001914978
GCN,2,3,32,,0.001,0.07487773150205612,0.21811427175998688,0.27363795698341287,0.7117854952812195
GCN,2,3,32,,0.01,0.07438890635967255,0.21826942265033722,0.2727432975522452,0.7102960348129272
GCN,2,3,32,,0.1,0.07465540617704391,0.21871717274188995,0.2732314150624776,0.7119717001914978
GCN,2,3,32,,0.001,0.07473070174455643,0.21794083714485168,0.2733691675089867,0.7119717001914978
GCN,2,3,32,,0.01,0.07444405555725098,0.21760301291942596,0.2728443797428325,0.7102960348129272
GCN,2,3,32,,0.1,0.07458951324224472,0.2185620814561844,0.27311080762621737,0.7119717001914978
GCN,2,3,32,,0.001,0.07465041428804398,0.2162381261587143,0.2732222799993514,0.7117854952812195
GCN,2,3,32,,0.01,0.07452157884836197,0.21837636828422546,0.2729864078088174,0.7119717001914978
GCN,2,3,32,,0.1,0.07463884353637695,0.21976737678050995,0.27320110456653895,0.7119717001914978
GCN,2,3,64,,0.001,0.07474587857723236,0.2188085913658142,0.27339692495935713,0.7117854952812195
GCN,2,3,64,,0.01,0.07430530339479446,0.21789062023162842,0.27258999136944567,0.7088065147399902
GCN,2,3,64,,0.1,0.07459203898906708,0.21865664422512054,0.27311543162016144,0.7119717001914978
GCN,2,3,64,,0.001,0.07467059791088104,0.21800945699214935,0.2732592137712488,0.7117854952812195
GCN,2,3,64,,0.01,0.07439775764942169,0.21795424818992615,0.2727595234807058,0.7095512747764587
GCN,2,3,64,,0.1,0.07458101212978363,0.2180740237236023,0.2730952436967433,0.7119717001914978
GCN,2,3,64,,0.001,0.0745694488286972,0.2185998558998108,0.2730740720549961,0.7117854952812195
GCN,2,3,64,,0.01,0.0743560716509819,0.21809598803520203,0.27268309747944025,0.7099236249923706
GCN,2,3,64,,0.1,0.07460722327232361,0.21911653876304626,0.2731432284943627,0.7119717001914978
GCN,2,3,64,,0.001,0.07478374242782593,0.21878068149089813,0.27346616322284906,0.7117854952812195
GCN,2,3,64,,0.01,0.07434755563735962,0.21808847784996033,0.2726674818113807,0.7075032591819763
GCN,2,3,64,,0.1,0.07462473958730698,0.21950268745422363,0.27317529095309295,0.7119717001914978
GCN,2,4,16,,0.001,0.08141647279262543,0.22523847222328186,0.28533571944750524,0.5239247679710388
GCN,2,4,16,,0.01,0.07449670881032944,0.21835744380950928,0.27294085221954123,0.7119717001914978
GCN,2,4,16,,0.1,0.07458005845546722,0.2181117981672287,0.2730934976440619,0.7119717001914978
GCN,2,4,16,,0.001,0.07444816827774048,0.21821154654026031,0.2728519163900823,0.7121578454971313
GCN,2,4,16,,0.01,0.07447044551372528,0.217538520693779,0.27289273627879007,0.7119717001914978
GCN,2,4,16,,0.1,0.07460647821426392,0.21907517313957214,0.2731418646313009,0.7119717001914978
GCN,2,4,16,,0.001,0.07741505652666092,0.22175534069538116,0.2782356133327668,0.6164587140083313
GCN,2,4,16,,0.01,0.07442265003919601,0.21902936697006226,0.27280515031647773,0.7119717001914978
GCN,2,4,16,,0.1,0.07460305094718933,0.2189684957265854,0.27313559077350086,0.7119717001914978
GCN,2,4,16,,0.001,0.07719338685274124,0.22403238713741302,0.2778369789152287,0.5784769654273987
GCN,2,4,16,,0.01,0.07431365549564362,0.2174610197544098,0.27260531083536066,0.7108545899391174
GCN,2,4,16,,0.1,0.07461806386709213,0.21934354305267334,0.2731630719315701,0.7119717001914978
GCN,2,4,32,,0.001,0.07463777810335159,0.21908330917358398,0.2731991546534352,0.7117854952812195
GCN,2,4,32,,0.01,0.07439105212688446,0.21814757585525513,0.2727472311993001,0.7104821801185608
GCN,2,4,32,,0.1,0.07457978278398514,0.21764497458934784,0.27309299292362876,0.7119717001914978
GCN,2,4,32,,0.001,0.07462327927350998,0.21790261566638947,0.2731726180888377,0.7121578454971313
GCN,2,4,32,,0.01,0.07439685612916946,0.21852616965770721,0.27275787088399384,0.7117854952812195
GCN,2,4,32,,0.1,0.07459121197462082,0.21862652897834778,0.27311391757766723,0.7119717001914978
GCN,2,4,32,,0.001,0.07450926303863525,0.218179851770401,0.2729638493255751,0.7102960348129272
GCN,2,4,32,,0.01,0.07458491623401642,0.21824558079242706,0.27310239148351745,0.7119717001914978
GCN,2,4,32,,0.1,0.07463651895523071,0.21972618997097015,0.2731968501927332,0.7119717001914978
GCN,2,4,32,,0.001,0.0747145265340805,0.21868576109409332,0.2733395809868752,0.7121578454971313
GCN,2,4,32,,0.01,0.07437947392463684,0.217852383852005,0.2727260052225252,0.711040735244751
GCN,2,4,32,,0.1,0.07461918890476227,0.21938705444335938,0.27316513120228625,0.7119717001914978
GCN,2,4,64,,0.001,0.07487969845533371,0.21848976612091064,0.2736415510395556,0.7117854952812195
GCN,2,4,64,,0.01,0.07436750829219818,0.21794545650482178,0.2727040672454267,0.7119717001914978
GCN,2,4,64,,0.1,0.07461252808570862,0.2192373126745224,0.2731529390025094,0.7119717001914978
GCN,2,4,64,,0.001,0.07467514276504517,0.21868769824504852,0.27326752965737655,0.7117854952812195
GCN,2,4,64,,0.01,0.07445105910301208,0.2179860919713974,0.2728572137639247,0.7119717001914978
GCN,2,4,64,,0.1,0.0746241956949234,0.21949182450771332,0.2731742954505848,0.7119717001914978
GCN,2,4,64,,0.001,0.07452765107154846,0.2170095145702362,0.27299752942389144,0.7115992903709412
GCN,2,4,64,,0.01,0.07432933151721954,0.21803605556488037,0.2726340615499456,0.7099236249923706
GCN,2,4,64,,0.1,0.07458332180976868,0.21826402842998505,0.273099472371824,0.7119717001914978
GCN,2,4,64,,0.001,0.07467273622751236,0.2184891253709793,0.2732631263590321,0.7117854952812195
GCN,2,4,64,,0.01,0.07434456795454025,0.21805553138256073,0.27266200313674116,0.7097374796867371
GCN,2,4,64,,0.1,0.07458457350730896,0.21833394467830658,0.2731017640135431,0.7119717001914978
SAGE,0,2,16,,0.001,0.0889803096652031,0.22053728997707367,0.2982956749019387,0.5544590950012207
SAGE,0,2,16,,0.01,0.07885638624429703,0.22237123548984528,0.2808137928312942,0.6875814199447632
SAGE,0,2,16,,0.1,0.07859330624341965,0.22151747345924377,0.28034497720383655,0.6790169477462769
SAGE,0,2,16,,0.001,0.08345287293195724,0.21582014858722687,0.28888210905481365,0.6244646906852722
SAGE,0,2,16,,0.01,0.07893294095993042,0.22300565242767334,0.2809500684462106,0.6875814199447632
SAGE,0,2,16,,0.1,0.07912759482860565,0.22402937710285187,0.2812962758882628,0.6875814199447632
SAGE,0,2,16,,0.001,0.2686859965324402,0.4792535901069641,0.518349299731793,0.2422267645597458
SAGE,0,2,16,,0.01,0.07881500571966171,0.2232704758644104,0.2807401035115249,0.6872090697288513
SAGE,0,2,16,,0.1,0.07927341759204865,0.22306601703166962,0.2815553544013124,0.6875814199447632
SAGE,0,2,16,,0.001,0.08084648847579956,0.23743677139282227,0.2843351692559321,0.49134236574172974
SAGE,0,2,16,,0.01,0.07891575247049332,0.2234581708908081,0.2809194768443322,0.6875814199447632
SAGE,0,2,16,,0.1,0.0789903774857521,0.223313570022583,0.2810522682451649,0.6875814199447632
SAGE,0,2,32,,0.001,0.07923359423875809,0.221309632062912,0.2814846252262423,0.6875814199447632
SAGE,0,2,32,,0.01,0.07884325832128525,0.2222435027360916,0.28079041707523644,0.6875814199447632
SAGE,0,2,32,,0.1,0.07921908795833588,0.223414346575737,0.28145885659956743,0.6875814199447632
SAGE,0,2,32,,0.001,0.07954105734825134,0.22067593038082123,0.2820302419036855,0.6875814199447632
SAGE,0,2,32,,0.01,0.07883956283330917,0.2224891036748886,0.28078383648869315,0.6868367195129395
SAGE,0,2,32,,0.1,0.07924074679613113,0.22332264482975006,0.28149732999822774,0.6875814199447632
SAGE,0,2,32,,0.001,0.0789996013045311,0.22408230602741241,0.28106867720279877,0.6875814199447632
SAGE,0,2,32,,0.01,0.07884426414966583,0.22287242114543915,0.2807922081355995,0.6875814199447632
SAGE,0,2,32,,0.1,0.07916874438524246,0.22376611828804016,0.2813694091141439,0.6875814199447632
SAGE,0,2,32,,0.001,0.07945672422647476,0.21960671246051788,0.2818806914750898,0.6875814199447632
SAGE,0,2,32,,0.01,0.07892739772796631,0.222539484500885,0.28094020311797013,0.6875814199447632
SAGE,0,2,32,,0.1,0.07917380332946777,0.22391651570796967,0.2813783988323691,0.6875814199447632
SAGE,0,2,64,,0.001,0.07907291501760483,0.22181513905525208,0.2811990665304649,0.6875814199447632
SAGE,0,2,64,,0.01,0.07881221175193787,0.22278501093387604,0.28073512739224116,0.6873952746391296
SAGE,0,2,64,,0.1,0.07911953330039978,0.22284981608390808,0.2812819462752627,0.6875814199447632
SAGE,0,2,64,,0.001,0.07911703735589981,0.22204318642616272,0.28127750950955854,0.6875814199447632
SAGE,0,2,64,,0.01,0.07881369441747665,0.2224348485469818,0.28073776806385825,0.6875814199447632
SAGE,0,2,64,,0.1,0.07916082441806793,0.2238255739212036,0.2813553347958199,0.6875814199447632
SAGE,0,2,64,,0.001,0.07892351597547531,0.22295860946178436,0.28093329452999216,0.6875814199447632
SAGE,0,2,64,,0.01,0.07898169755935669,0.22194314002990723,0.281036825984348,0.6875814199447632
SAGE,0,2,64,,0.1,0.07894694805145264,0.223179429769516,0.2809749954203267,0.6875814199447632
SAGE,0,2,64,,0.001,0.07886218279600143,0.22340375185012817,0.28082411362986875,0.6875814199447632
SAGE,0,2,64,,0.01,0.07884624600410461,0.2227972447872162,0.2807957371544387,0.6875814199447632
SAGE,0,2,64,,0.1,0.07922693341970444,0.22336268424987793,0.2814727933916606,0.6875814199447632
SAGE,0,3,16,,0.001,0.08079305291175842,0.2160121202468872,0.2842411879227893,0.6875814199447632
SAGE,0,3,16,,0.01,0.07916636765003204,0.2226761281490326,0.28136518556856327,0.6875814199447632
SAGE,0,3,16,,0.1,0.07914439588785172,0.22395631670951843,0.28132613793931716,0.6875814199447632
SAGE,0,3,16,,0.001,0.07973834127187729,0.22078737616539001,0.2823797819814253,0.6872090697288513
SAGE,0,3,16,,0.01,0.0790976881980896,0.22306211292743683,0.28124311226782,0.6875814199447632
SAGE,0,3,16,,0.1,0.07918991148471832,0.22361288964748383,0.2814070210295371,0.6875814199447632
SAGE,0,3,16,,0.001,0.08127198368310928,0.21676191687583923,0.285082415597857,0.6875814199447632
SAGE,0,3,16,,0.01,0.07894452661275864,0.22325298190116882,0.2809706863940768,0.6875814199447632
SAGE,0,3,16,,0.1,0.07918334752321243,0.2237829715013504,0.2813953580342299,0.6875814199447632
SAGE,0,3,16,,0.001,0.07968630641698837,0.2234933078289032,0.28228763064822443,0.6572332382202148
SAGE,0,3,16,,0.01,0.07883001118898392,0.22288711369037628,0.280766827080736,0.6875814199447632
SAGE,0,3,16,,0.1,0.07919449359178543,0.22358077764511108,0.28141516233455766,0.6875814199447632
SAGE,0,3,32,,0.001,0.0791710689663887,0.22614966332912445,0.281373539918715,0.6875814199447632
SAGE,0,3,32,,0.01,0.0789504125714302,0.22221805155277252,0.28098116052758804,0.6875814199447632
SAGE,0,3,32,,0.1,0.07930681854486465,0.22288115322589874,0.28161466322772444,0.6875814199447632
SAGE,0,3,32,,0.001,0.07987859845161438,0.22001883387565613,0.28262802134893555,0.6875814199447632
SAGE,0,3,32,,0.01,0.07925048470497131,0.22275549173355103,0.281514626094225,0.6875814199447632
SAGE,0,3,32,,0.1,0.07924438267946243,0.22325126826763153,0.28150378803750126,0.6875814199447632
SAGE,0,3,32,,0.001,0.07946087419986725,0.22060522437095642,0.28188805260221167,0.6875814199447632
SAGE,0,3,32,,0.01,0.078884556889534,0.223133847117424,0.2808639472939416,0.6875814199447632
SAGE,0,3,32,,0.1,0.0792822539806366,0.2230219542980194,0.28157104606233324,0.6875814199447632
SAGE,0,3,32,,0.001,0.07899560034275055,0.2242981642484665,0.28106155970312013,0.6873952746391296
SAGE,0,3,32,,0.01,0.07899093627929688,0.22259710729122162,0.28105326235305805,0.6875814199447632
SAGE,0,3,32,,0.1,0.07915924489498138,0.22383758425712585,0.2813525277920591,0.6875814199447632
SAGE,0,3,64,,0.001,0.07920386642217636,0.22116659581661224,0.28143181487205093,0.6875814199447632
SAGE,0,3,64,,0.01,0.07885564863681793,0.2223426252603531,0.2808124794891031,0.6875814199447632
SAGE,0,3,64,,0.1,0.07917699217796326,0.22370053827762604,0.2813840652523935,0.6875814199447632
SAGE,0,3,64,,0.001,0.07925280183553696,0.2213604897260666,0.2815187415351542,0.6875814199447632
SAGE,0,3,64,,0.01,0.078852079808712,0.2221413254737854,0.2808061249487126,0.6875814199447632
SAGE,0,3,64,,0.1,0.07914072275161743,0.22398246824741364,0.2813196096108791,0.6875814199447632
SAGE,0,3,64,,0.001,0.07896125316619873,0.2234014868736267,0.28100045047330213,0.6875814199447632
SAGE,0,3,64,,0.01,0.07890912890434265,0.22231650352478027,0.28090768751378564,0.6872090697288513
SAGE,0,3,64,,0.1,0.07914535701274872,0.22394545376300812,0.2813278461381822,0.6875814199447632
SAGE,0,3,64,,0.001,0.07929717004299164,0.22198231518268585,0.28159753202574705,0.6875814199447632
SAGE,0,3,64,,0.01,0.0789254680275917,0.22241653501987457,0.28093676873558526,0.6875814199447632
SAGE,0,3,64,,0.1,0.07927612960338593,0.2238309234380722,0.28156017048472237,0.6875814199447632
SAGE,0,4,16,,0.001,0.07920216768980026,0.2248380482196808,0.28142879683820604,0.6875814199447632
SAGE,0,4,16,,0.01,0.07907400280237198,0.22365441918373108,0.28120100071367454,0.6875814199447632
SAGE,0,4,16,,0.1,0.07920234650373459,0.2235265076160431,0.28142911452750335,0.6875814199447632
SAGE,0,4,16,,0.001,0.09278212487697601,0.26606953144073486,0.30460158383858743,0.2880282998085022
SAGE,0,4,16,,0.01,0.07904627174139023,0.22331659495830536,0.2811516881354089,0.6875814199447632
SAGE,0,4,16,,0.1,0.07919801771640778,0.2235562801361084,0.28142142369835277,0.6875814199447632
SAGE,0,4,16,,0.001,0.07958163321018219,0.22082434594631195,0.28210216803523896,0.6875814199447632
SAGE,0,4,16,,0.01,0.0791279673576355,0.22382676601409912,0.281296938052364,0.6875814199447632
SAGE,0,4,16,,0.1,0.07929368317127228,0.22295576333999634,0.28159134072494535,0.6875814199447632
SAGE,0,4,16,,0.001,0.36725398898124695,0.5670276284217834,0.6060148422120096,0.13274994492530823
SAGE,0,4,16,,0.01,0.07930776476860046,0.22253617644309998,0.28161634321999224,0.6875814199447632
SAGE,0,4,16,,0.1,0.07923993468284607,0.22327932715415955,0.2814958875060985,0.6875814199447632
SAGE,0,4,32,,0.001,0.08009269833564758,0.21891619265079498,0.2830065340864899,0.6875814199447632
SAGE,0,4,32,,0.01,0.07909367233514786,0.22282367944717407,0.2812359726904577,0.6875814199447632
SAGE,0,4,32,,0.1,0.0792287066578865,0.22335122525691986,0.2814759433022412,0.6875814199447632
SAGE,0,4,32,,0.001,0.08192868530750275,0.21659216284751892,0.28623187332563566,0.6872090697288513
SAGE,0,4,32,,0.01,0.07898896932601929,0.22339516878128052,0.28104976307767865,0.6875814199447632
SAGE,0,4,32,,0.1,0.07923616468906403,0.22330330312252045,0.2814891910696822,0.6875814199447632
SAGE,0,4,32,,0.001,0.07987676560878754,0.21939988434314728,0.28262477883014353,0.6875814199447632
SAGE,0,4,32,,0.01,0.07905884087085724,0.22241701185703278,0.2811740401794896,0.6875814199447632
SAGE,0,4,32,,0.1,0.07907051593065262,0.2246231883764267,0.2811948006821119,0.6875814199447632
SAGE,0,4,32,,0.001,0.07944097369909286,0.22134649753570557,0.28185275180330044,0.6875814199447632
SAGE,0,4,32,,0.01,0.07898285239934921,0.22315557301044464,0.2810388805830062,0.6875814199447632
SAGE,0,4,32,,0.1,0.07906060665845871,0.22340650856494904,0.281177180187971,0.687022864818573
SAGE,0,4,64,,0.001,0.07914615422487259,0.22193469107151031,0.281329263008441,0.6875814199447632
SAGE,0,4,64,,0.01,0.07906261831521988,0.22244778275489807,0.28118075737009435,0.6875814199447632
SAGE,0,4,64,,0.1,0.07923925668001175,0.22330494225025177,0.281494683218017,0.6875814199447632
SAGE,0,4,64,,0.001,0.07891960442066193,0.22345870733261108,0.28092633272917283,0.6875814199447632
SAGE,0,4,64,,0.01,0.07891038060188293,0.2228463888168335,0.2809099154566868,0.6875814199447632
SAGE,0,4,64,,0.1,0.07923605293035507,0.22330400347709656,0.28148899255628995,0.6875814199447632
SAGE,0,4,64,,0.001,0.0788780003786087,0.22340548038482666,0.28085227501056265,0.6875814199447632
SAGE,0,4,64,,0.01,0.07903312891721725,0.2225791960954666,0.2811283139728499,0.6875814199447632
SAGE,0,4,64,,0.1,0.0792372077703476,0.22329717874526978,0.28149104385459156,0.6875814199447632
SAGE,0,4,64,,0.001,0.07894141972064972,0.22370494902133942,0.28096515748514034,0.6875814199447632
SAGE,0,4,64,,0.01,0.07917378842830658,0.22246837615966797,0.281378372353503,0.6875814199447632
SAGE,0,4,64,,0.1,0.07919704914093018,0.22356294095516205,0.2814197028300083,0.6875814199447632
SAGE,1,2,16,,0.001,0.07955066114664078,0.2164771854877472,0.28204726757520765,0.5576242804527283
SAGE,1,2,16,,0.01,0.07468968629837036,0.21862071752548218,0.2732941387925661,0.7175572514533997
SAGE,1,2,16,,0.1,0.0745382234454155,0.2177068144083023,0.2730168922345566,0.7175572514533997
SAGE,1,2,16,,0.001,0.08328165858983994,0.21091803908348083,0.2885856174341333,0.5579966306686401
SAGE,1,2,16,,0.01,0.07473635673522949,0.21944716572761536,0.2733795104524651,0.7175572514533997
SAGE,1,2,16,,0.1,0.0743909403681755,0.21674928069114685,0.27274702632324976,0.7043380737304688
SAGE,1,2,16,,0.001,0.1082390695810318,0.29470697045326233,0.3289970662194905,0.21783652901649475
SAGE,1,2,16,,0.01,0.07438509911298752,0.21849627792835236,0.272736317920785,0.7168124914169312
SAGE,1,2,16,,0.1,0.07474282383918762,0.21758629381656647,0.2733913382665728,0.7175572514533997
SAGE,1,2,16,,0.001,0.1322229653596878,0.3276647925376892,0.36362475900258473,0.2182088941335678
SAGE,1,2,16,,0.01,0.07517080008983612,0.21710386872291565,0.27417293828865774,0.7175572514533997
SAGE,1,2,16,,0.1,0.07477501034736633,0.21837761998176575,0.2734501971975269,0.7175572514533997
SAGE,1,2,32,,0.001,0.07715045660734177,0.21637852489948273,0.27775971019451645,0.5592999458312988
SAGE,1,2,32,,0.01,0.07432449609041214,0.21808993816375732,0.27262519342572167,0.7175572514533997
SAGE,1,2,32,,0.1,0.07485684007406235,0.21947920322418213,0.2735997808370145,0.7175572514533997
SAGE,1,2,32,,0.001,0.08302891254425049,0.21651968359947205,0.28814737990176226,0.525414228439331
SAGE,1,2,32,,0.01,0.07450016587972641,0.2183254361152649,0.27294718514710203,0.7175572514533997
SAGE,1,2,32,,0.1,0.0747949630022049,0.219322070479393,0.273486677924547,0.7175572514533997
SAGE,1,2,32,,0.001,0.0839199647307396,0.22479289770126343,0.2896894280617427,0.5080990195274353
SAGE,1,2,32,,0.01,0.0746712014079094,0.2177736759185791,0.2732603180264368,0.7175572514533997
SAGE,1,2,32,,0.1,0.07435750961303711,0.216876819729805,0.272685734157541,0.7030348181724548
SAGE,1,2,32,,0.001,0.08166121691465378,0.2147027850151062,0.2857642680858714,0.5639545321464539
SAGE,1,2,32,,0.01,0.07441607117652893,0.21734336018562317,0.27279309224488973,0.7164401412010193
SAGE,1,2,32,,0.1,0.07477594166994095,0.21827593445777893,0.27345190010299975,0.7175572514533997
SAGE,1,2,64,,0.001,0.07443360239267349,0.2175331711769104,0.27282522316067753,0.7175572514533997
SAGE,1,2,64,,0.01,0.07419898360967636,0.21732687950134277,0.27239490378800474,0.717184841632843
SAGE,1,2,64,,0.1,0.0748608410358429,0.21952787041664124,0.273607092444335,0.7175572514533997
SAGE,1,2,64,,0.001,0.07452712953090668,0.2179185003042221,0.27299657421093526,0.7175572514533997
SAGE,1,2,64,,0.01,0.0742907002568245,0.21720832586288452,0.2725632041505685,0.7175572514533997
SAGE,1,2,64,,0.1,0.07416650652885437,0.2166471779346466,0.2723352832977291,0.7026624083518982
SAGE,1,2,64,,0.001,0.074503093957901,0.21778811514377594,0.27295254891262877,0.7175572514533997
SAGE,1,2,64,,0.01,0.07433623820543289,0.21792979538440704,0.272646727846554,0.71346116065979
SAGE,1,2,64,,0.1,0.07471038401126862,0.21807007491588593,0.27333200326940976,0.7175572514533997
SAGE,1,2,64,,0.001,0.07456038892269135,0.21839916706085205,0.2730574828176136,0.7175572514533997
SAGE,1,2,64,,0.01,0.0743233859539032,0.2178526520729065,0.2726231574057919,0.7173710465431213
SAGE,1,2,64,,0.1,0.07487359642982483,0.21967844665050507,0.2736304011432663,0.7175572514533997
SAGE,1,3,16,,0.001,0.07622607052326202,0.2064426690340042,0.2760906925690579,0.7175572514533997
SAGE,1,3,16,,0.01,0.07460466027259827,0.2185603529214859,0.2731385367768493,0.7175572514533997
SAGE,1,3,16,,0.1,0.07482649385929108,0.2190854549407959,0.2735443179071557,0.7175572514533997
SAGE,1,3,16,,0.001,0.1872546374797821,0.3957016170024872,0.43272928890910783,0.21783652901649475
SAGE,1,3,16,,0.01,0.07466834783554077,0.21790356934070587,0.27325509663232406,0.7175572514533997
SAGE,1,3,16,,0.1,0.07479523122310638,0.2186158150434494,0.27348716829699043,0.7175572514533997
SAGE,1,3,16,,0.001,0.11267779022455215,0.3032212257385254,0.3356751260140557,0.21783652901649475
SAGE,1,3,16,,0.01,0.07463748008012772,0.2182321697473526,0.27319860922070544,0.7175572514533997
SAGE,1,3,16,,0.1,0.0747411698102951,0.2175193727016449,0.27338831322917795,0.7175572514533997
SAGE,1,3,16,,0.001,0.14859066903591156,0.349633127450943,0.385474602322788,0.21783652901649475
SAGE,1,3,16,,0.01,0.07480020076036453,0.21908818185329437,0.2734962536495967,0.7175572514533997
SAGE,1,3,16,,0.1,0.07456891238689423,0.21802374720573425,0.27307308982558903,0.7101098299026489
SAGE,1,3,32,,0.001,0.07568858563899994,0.22335189580917358,0.27511558596160984,0.7175572514533997
SAGE,1,3,32,,0.01,0.07440371066331863,0.21783261001110077,0.2727704358307891,0.7175572514533997
SAGE,1,3,32,,0.1,0.07484451681375504,0.2193250209093094,0.2735772593139917,0.7175572514533997
SAGE,1,3,32,,0.001,0.0747501328587532,0.21441955864429474,0.2734047052608152,0.7175572514533997
SAGE,1,3,32,,0.01,0.07429669052362442,0.21695435047149658,0.27257419269553823,0.7175572514533997
SAGE,1,3,32,,0.1,0.07476584613323212,0.218088760972023,0.27343344004205505,0.7175572514533997
SAGE,1,3,32,,0.001,0.0777997225522995,0.22104021906852722,0.2789260162700846,0.5058647990226746
SAGE,1,3,32,,0.01,0.07443266361951828,0.21788612008094788,0.27282350268904304,0.7175572514533997
SAGE,1,3,32,,0.1,0.0748174861073494,0.218941792845726,0.27352785252575174,0.7175572514533997
SAGE,1,3,32,,0.001,0.07478774338960648,0.21643772721290588,0.2734734784025802,0.7175572514533997
