model,fold,num_layers,hidden_dim,heads,lr,test_mse,test_mae,test_rmse,tolerance_acc,rounded_acc
GAT,0,2,16,1,0.001,0.20091672241687775,0.40820834040641785,0.4482373505375001,0.15267175436019897,0.2422267645597458
GAT,0,2,16,1,0.01,0.07905580848455429,0.22364529967308044,0.2811686477624315,0.23403462767601013,0.6875814199447632
GAT,0,2,16,2,0.001,0.08707486838102341,0.22954513132572174,0.29508451057455287,0.38763728737831116,0.5276484489440918
GAT,0,2,16,2,0.01,0.07877513021230698,0.22237750887870789,0.2806690759814964,0.22900763154029846,0.6864643096923828
GAT,0,2,16,3,0.001,0.07888884842395782,0.22223475575447083,0.2808715870713124,0.2552597224712372,0.6875814199447632
GAT,0,2,16,3,0.01,0.07894763350486755,0.2215125411748886,0.2809762151942181,0.2619623839855194,0.6875814199447632
GAT,0,2,32,1,0.001,0.07941631227731705,0.22170613706111908,0.2818089996386152,0.30459874868392944,0.6875814199447632
GAT,0,2,32,1,0.01,0.07897675037384033,0.22206196188926697,0.28102802417880024,0.2651275396347046,0.6875814199447632
GAT,0,2,32,2,0.001,0.07913557440042496,0.2221422791481018,0.2813104591024389,0.24241295456886292,0.6875814199447632
GAT,0,2,32,2,0.01,0.07885453850030899,0.22258296608924866,0.28081050283119574,0.22937999665737152,0.6875814199447632
GAT,0,2,32,3,0.001,0.07906930148601532,0.22208745777606964,0.2811926412373114,0.2351517379283905,0.6875814199447632
GAT,0,2,32,3,0.01,0.07891363650560379,0.22176100313663483,0.2809157106777828,0.2390616238117218,0.6875814199447632
GAT,0,2,64,1,0.001,0.07934342324733734,0.22269262373447418,0.28167964649107563,0.24334387481212616,0.6875814199447632
GAT,0,2,64,1,0.01,0.07886369526386261,0.2217932790517807,0.2808268065264828,0.22900763154029846,0.6866505146026611
GAT,0,2,64,2,0.001,0.0791066363453865,0.22270724177360535,0.2812590200249345,0.24892942607402802,0.6875814199447632
GAT,0,2,64,2,0.01,0.07872600853443146,0.22221176326274872,0.28058155415927016,0.22956618666648865,0.6873952746391296
GAT,0,2,64,3,0.001,0.07901695370674133,0.22258122265338898,0.2810995441240368,0.25172221660614014,0.6875814199447632
GAT,0,2,64,3,0.01,0.07871497422456741,0.2218221127986908,0.28056189018569044,0.23105566203594208,0.6859057545661926
GAT,0,3,16,1,0.001,0.07988088577985764,0.22133208811283112,0.28263206785475997,0.3371811509132385,0.6875814199447632
GAT,0,3,16,1,0.01,0.0787995457649231,0.22256112098693848,0.28071256787846727,0.23291751742362976,0.6875814199447632
GAT,0,3,16,2,0.001,0.08387156575918198,0.22310733795166016,0.28960588004939053,0.3991807699203491,0.5525972843170166
GAT,0,3,16,2,0.01,0.07896281033754349,0.22189505398273468,0.2810032212227175,0.25768011808395386,0.6875814199447632
GAT,0,3,16,3,0.001,0.0790497437119484,0.2232232540845871,0.28115786261804665,0.24762612581253052,0.6875814199447632
GAT,0,3,16,3,0.01,0.07888082414865494,0.2220878303050995,0.28085730211026194,0.22714577615261078,0.6875814199447632
GAT,0,3,32,1,0.001,0.07922311872243881,0.22371672093868256,0.28146601699395046,0.22304970026016235,0.6875814199447632
GAT,0,3,32,1,0.01,0.07872845977544785,0.22166308760643005,0.28058592226882634,0.23552410304546356,0.6859057545661926
GAT,0,3,32,2,0.001,0.07892002910375595,0.22279660403728485,0.28092708859018195,0.25097745656967163,0.6875814199447632
GAT,0,3,32,2,0.01,0.07890479266643524,0.22222472727298737,0.28089996914637644,0.23161421716213226,0.6872090697288513
GAT,0,3,32,3,0.001,0.079121433198452,0.2225392907857895,0.2812853234679193,0.25507354736328125,0.6875814199447632
GAT,0,3,32,3,0.01,0.078798808157444,0.22201809287071228,0.2807112540626827,0.23887543380260468,0.6873952746391296
GAT,0,3,64,1,0.001,0.0791332796216011,0.22253823280334473,0.28130638034285876,0.24930179119110107,0.6875814199447632
GAT,0,3,64,1,0.01,0.07889299094676971,0.22219572961330414,0.2808789613815348,0.2291938066482544,0.6875814199447632
GAT,0,3,64,2,0.001,0.07898472994565964,0.22251856327056885,0.28104222093069864,0.23347607254981995,0.6875814199447632
GAT,0,3,64,2,0.01,0.07882227748632431,0.2217932790517807,0.2807530542778196,0.22900763154029846,0.6875814199447632
GAT,0,3,64,3,0.001,0.0789080411195755,0.2224394679069519,0.28090575131096107,0.24017873406410217,0.6875814199447632
GAT,0,3,64,3,0.01,0.07869492471218109,0.22130358219146729,0.28052615691265065,0.23477935791015625,0.687022864818573
GAT,0,4,16,1,0.001,0.07951470464468002,0.22060538828372955,0.2819835183919089,0.3338298201560974,0.6872090697288513
GAT,0,4,16,1,0.01,0.0788828656077385,0.22213272750377655,0.2808609364218144,0.2278905212879181,0.6875814199447632
GAT,0,4,16,2,0.001,0.07937368005514145,0.22234448790550232,0.28173334920655285,0.2377583235502243,0.6875814199447632
GAT,0,4,16,2,0.01,0.07890703529119492,0.22202591598033905,0.28090396097455606,0.25637683272361755,0.6875814199447632
GAT,0,4,16,3,0.001,0.07905840128660202,0.22345662117004395,0.28117325848416314,0.2463228404521942,0.6875814199447632
GAT,0,4,16,3,0.01,0.07887446135282516,0.2223501205444336,0.2808459744287341,0.22751814126968384,0.6875814199447632
GAT,0,4,32,1,0.001,0.07905133068561554,0.22379444539546967,0.28116068481495693,0.2455780953168869,0.6875814199447632
GAT,0,4,32,1,0.01,0.07894830405712128,0.22317852079868317,0.28097740844616187,0.2318004071712494,0.6875814199447632
GAT,0,4,32,2,0.001,0.07894652336835861,0.2225738763809204,0.28097423968819385,0.24017873406410217,0.6875814199447632
GAT,0,4,32,2,0.01,0.07885181903839111,0.2221488058567047,0.2808056606238398,0.22975236177444458,0.6875814199447632
GAT,0,4,32,3,0.001,0.07899672538042068,0.22271938621997833,0.2810635611039266,0.237013578414917,0.6875814199447632
GAT,0,4,32,3,0.01,0.07864253968000412,0.22154539823532104,0.2804327721219546,0.2299385517835617,0.6846024990081787
GAT,0,4,64,1,0.001,0.07905455678701401,0.22277431190013885,0.2811664218697069,0.22937999665737152,0.6875814199447632
GAT,0,4,64,1,0.01,0.07879478484392166,0.22192764282226562,0.2807040876865203,0.22751814126968384,0.6866505146026611
GAT,0,4,64,2,0.001,0.07899869233369827,0.22306501865386963,0.2810670602075211,0.24781231582164764,0.6875814199447632
GAT,0,4,64,2,0.01,0.07887285947799683,0.22277621924877167,0.2808431225399633,0.22826288640499115,0.6875814199447632
GAT,0,4,64,3,0.001,0.07896900177001953,0.22279411554336548,0.28101423766424993,0.22882144153118134,0.6875814199447632
GAT,0,4,64,3,0.01,0.07882106304168701,0.2217334508895874,0.28075089143524906,0.2299385517835617,0.6875814199447632
GAT,1,2,16,1,0.001,0.1038384661078453,0.24372993409633636,0.32223976493885,0.4030906558036804,0.5043753385543823
GAT,1,2,16,1,0.01,0.07444429397583008,0.2176319658756256,0.27284481665560384,0.24576428532600403,0.7175572514533997
GAT,1,2,16,2,0.001,0.07616154104471207,0.2143845558166504,0.27597380499734403,0.36287468671798706,0.7175572514533997
GAT,1,2,16,2,0.01,0.07430242747068405,0.21756510436534882,0.2725847161355237,0.2435300648212433,0.7129026055335999
GAT,1,2,16,3,0.001,0.07463879883289337,0.21836139261722565,0.27320102275228286,0.2448333501815796,0.7175572514533997
GAT,1,2,16,3,0.01,0.07425827533006668,0.2171357423067093,0.27250371617661784,0.24241295456886292,0.7136473655700684
GAT,1,2,32,1,0.001,0.09211418777704239,0.22944091260433197,0.3035031923671354,0.40923476219177246,0.5149878859519958
GAT,1,2,32,1,0.01,0.07425405830144882,0.21730944514274597,0.2724959785050943,0.24204057455062866,0.7130888104438782
GAT,1,2,32,2,0.001,0.07428335398435593,0.21585282683372498,0.27254972754408674,0.287469744682312,0.7175572514533997
GAT,1,2,32,2,0.01,0.0742747113108635,0.21706262230873108,0.27253387185974426,0.2429715096950531,0.7114131450653076
GAT,1,2,32,3,0.001,0.07439379394054413,0.21795138716697693,0.27275225744353454,0.24837087094783783,0.7175572514533997
GAT,1,2,32,3,0.01,0.07429562509059906,0.21752071380615234,0.27257223829766497,0.2422267645597458,0.711040735244751
GAT,1,2,64,1,0.001,0.07547831535339355,0.2186615765094757,0.274733171192329,0.2684788703918457,0.7175572514533997
GAT,1,2,64,1,0.01,0.0742875337600708,0.21761628985404968,0.27255739535017354,0.2435300648212433,0.7114131450653076
GAT,1,2,64,2,0.001,0.07443046569824219,0.21746662259101868,0.2728194745582547,0.24259912967681885,0.7169986963272095
GAT,1,2,64,2,0.01,0.07426787912845612,0.21705962717533112,0.2725213370150237,0.24073728919029236,0.7097374796867371
GAT,1,2,64,3,0.001,0.07431964576244354,0.21758058667182922,0.2726162976831054,0.24259912967681885,0.7173710465431213
GAT,1,2,64,3,0.01,0.07424484938383102,0.2168196439743042,0.2724790806352499,0.24148201942443848,0.7106683850288391
GAT,1,3,16,1,0.001,0.07655990123748779,0.21220342814922333,0.27669459921994827,0.3911748230457306,0.6527647972106934
GAT,1,3,16,1,0.01,0.07437844574451447,0.21727517247200012,0.27272412021035924,0.2429715096950531,0.7175572514533997
GAT,1,3,16,2,0.001,0.0753009095788002,0.21770814061164856,0.27441011201994764,0.2614038288593292,0.7175572514533997
GAT,1,3,16,2,0.01,0.07430102676153183,0.21701009571552277,0.27258214681363824,0.2409234642982483,0.7175572514533997
GAT,1,3,16,3,0.001,0.07442507147789001,0.21746638417243958,0.2728095883173647,0.2448333501815796,0.7175572514533997
GAT,1,3,16,3,0.01,0.07424484938383102,0.21705196797847748,0.2724790806352499,0.23999254405498505,0.7175572514533997
GAT,1,3,32,1,0.001,0.07459568232297897,0.21898239850997925,0.27312210149121763,0.2614038288593292,0.7175572514533997
GAT,1,3,32,1,0.01,0.0742814838886261,0.2174229621887207,0.27254629678024633,0.24334387481212616,0.7156953811645508
GAT,1,3,32,2,0.001,0.0743074044585228,0.21783393621444702,0.27259384523228475,0.24259912967681885,0.7168124914169312
GAT,1,3,32,2,0.01,0.07424452155828476,0.21733851730823517,0.27247847907364126,0.24185439944267273,0.7158815860748291
GAT,1,3,32,3,0.001,0.07434043288230896,0.21709084510803223,0.2726544202508167,0.26549988985061646,0.7175572514533997
GAT,1,3,32,3,0.01,0.07426731288433075,0.21771806478500366,0.2725202981143437,0.2435300648212433,0.7114131450653076
GAT,1,3,64,1,0.001,0.07439770549535751,0.21837903559207916,0.2727594278762102,0.2442747950553894,0.7175572514533997
GAT,1,3,64,1,0.01,0.07425587624311447,0.21734333038330078,0.27249931420668655,0.24315768480300903,0.7138335108757019
GAT,1,3,64,2,0.001,0.07434680312871933,0.21680806577205658,0.27266610190619467,0.2455780953168869,0.7175572514533997
GAT,1,3,64,2,0.01,0.07429575175046921,0.21757669746875763,0.2725724706394048,0.24241295456886292,0.7147644758224487
GAT,1,3,64,3,0.001,0.07432335615158081,0.21721819043159485,0.2726231027473292,0.24278531968593597,0.7156953811645508
GAT,1,3,64,3,0.01,0.07433956116437912,0.21774719655513763,0.27265282166957144,0.24110965430736542,0.7175572514533997
GAT,1,4,16,1,0.001,0.07462330162525177,0.21684995293617249,0.27317265900022236,0.2601005434989929,0.7175572514533997
GAT,1,4,16,1,0.01,0.07490623742341995,0.2187826782464981,0.27369003895542116,0.24669520556926727,0.7175572514533997
GAT,1,4,16,2,0.001,0.0746658593416214,0.2176782637834549,0.27325054316802627,0.2574939429759979,0.7175572514533997
GAT,1,4,16,2,0.01,0.07426585257053375,0.21729597449302673,0.27251761882589126,0.24129584431648254,0.717184841632843
GAT,1,4,16,3,0.001,0.07449810206890106,0.21929295361042023,0.27294340451621296,0.24371623992919922,0.7175572514533997
GAT,1,4,16,3,0.01,0.07427950203418732,0.2175777703523636,0.2725426609435435,0.2435300648212433,0.7164401412010193
GAT,1,4,32,1,0.001,0.0786265954375267,0.22236400842666626,0.28040434275796566,0.3083224594593048,0.5922546982765198
GAT,1,4,32,1,0.01,0.07428688555955887,0.21723003685474396,0.2725562062392982,0.24129584431648254,0.7175572514533997
GAT,1,4,32,2,0.001,0.07436075061559677,0.21707487106323242,0.2726916768359401,0.24259912967681885,0.7175572514533997
GAT,1,4,32,2,0.01,0.07427021861076355,0.21707482635974884,0.27252562927321816,0.24129584431648254,0.7164401412010193
GAT,1,4,32,3,0.001,0.07439552992582321,0.21825213730335236,0.27275543977311106,0.24334387481212616,0.7175572514533997
GAT,1,4,32,3,0.01,0.07425247877836227,0.21698610484600067,0.2724930802394114,0.2403649091720581,0.7175572514533997
GAT,1,4,64,1,0.001,0.07433833181858063,0.21675582230091095,0.2726505672441938,0.2416682094335556,0.7175572514533997
GAT,1,4,64,1,0.01,0.07424929738044739,0.21731169521808624,0.2724872426012774,0.24055109918117523,0.7175572514533997
GAT,1,4,64,2,0.001,0.07430325448513031,0.21751758456230164,0.2725862331173941,0.2416682094335556,0.7175572514533997
GAT,1,4,64,2,0.01,0.07437343895435333,0.21813584864139557,0.2727149408344789,0.24241295456886292,0.7175572514533997
GAT,1,4,64,3,0.001,0.07427266985177994,0.2171688973903656,0.2725301265030711,0.24110965430736542,0.7175572514533997
GAT,1,4,64,3,0.01,0.07427185773849487,0.21719811856746674,0.27252863654760184,0.24129584431648254,0.7175572514533997
GAT,2,2,16,1,0.001,0.09043955057859421,0.22596889734268188,0.30073169200899696,0.431204617023468,0.529696524143219
GAT,2,2,16,1,0.01,0.07444334030151367,0.2192016988992691,0.2728430690003205,0.24371623992919922,0.7119717001914978
GAT,2,2,16,2,0.001,0.07462887465953827,0.21771560609340668,0.27318285938092507,0.24241295456886292,0.7121578454971313
GAT,2,2,16,2,0.01,0.07443869858980179,0.21735310554504395,0.27283456267452955,0.239620178937912,0.7119717001914978
GAT,2,2,16,3,0.001,0.07479889690876007,0.2180720716714859,0.27349386996559916,0.26289331912994385,0.7117854952812195
GAT,2,2,16,3,0.01,0.07438026368618011,0.21758955717086792,0.2727274531215736,0.24799850583076477,0.7091789245605469
GAT,2,2,32,1,0.001,0.0753517895936966,0.21826691925525665,0.27450280434577823,0.32284489274024963,0.706386148929596
GAT,2,2,32,1,0.01,0.07437405735254288,0.21750731766223907,0.2727160746134024,0.24334387481212616,0.7097374796867371
GAT,2,2,32,2,0.001,0.07449982315301895,0.21855080127716064,0.27294655732032774,0.24650901556015015,0.7117854952812195
GAT,2,2,32,2,0.01,0.07437758147716522,0.21813595294952393,0.27272253569730026,0.24129584431648254,0.7069447040557861
GAT,2,2,32,3,0.001,0.07471412420272827,0.21766354143619537,0.2733388450307206,0.2736920416355133,0.7117854952812195
GAT,2,2,32,3,0.01,0.07433825731277466,0.21767137944698334,0.2726504306117536,0.2403649091720581,0.7086203694343567
GAT,2,2,64,1,0.001,0.0749882161617279,0.21889503300189972,0.27383976366066326,0.27667099237442017,0.7119717001914978
GAT,2,2,64,1,0.01,0.07446934282779694,0.2181262969970703,0.2728907159061974,0.2468813955783844,0.7075032591819763
GAT,2,2,64,2,0.001,0.07475171983242035,0.21803542971611023,0.27340760748819765,0.2722025513648987,0.7117854952812195
GAT,2,2,64,2,0.01,0.07437647879123688,0.21815715730190277,0.2727205140638248,0.24241295456886292,0.7065722942352295
GAT,2,2,64,3,0.001,0.07458570599555969,0.21782445907592773,0.27310383738710026,0.26233476400375366,0.7117854952812195
GAT,2,2,64,3,0.01,0.07435205578804016,0.21745894849300385,0.2726757337718928,0.239620178937912,0.7065722942352295
GAT,2,3,16,1,0.001,0.0790451392531395,0.20335859060287476,0.28114967411174335,0.4930180311203003,0.7119717001914978
GAT,2,3,16,1,0.01,0.07442612946033478,0.21784667670726776,0.2728115273597045,0.24148201942443848,0.7102960348129272
GAT,2,3,16,2,0.001,0.07484777271747589,0.21955890953540802,0.27358320986032,0.25879722833633423,0.7117854952812195
GAT,2,3,16,2,0.01,0.07443220168352127,0.21845155954360962,0.27282265610377976,0.2422267645597458,0.7093650698661804
GAT,2,3,16,3,0.001,0.07718177139759064,0.21954526007175446,0.2778160747645655,0.31893500685691833,0.5842487215995789
GAT,2,3,16,3,0.01,0.07438268512487411,0.21760983765125275,0.2727318923867799,0.24595046043395996,0.7117854952812195
GAT,2,3,32,1,0.001,0.07472273707389832,0.21910591423511505,0.2733545995111447,0.24334387481212616,0.7117854952812195
GAT,2,3,32,1,0.01,0.07448043674230576,0.21770702302455902,0.27291104181089076,0.2416682094335556,0.7119717001914978
GAT,2,3,32,2,0.001,0.0745759829878807,0.21732237935066223,0.27308603587126296,0.25116366147994995,0.7117854952812195
GAT,2,3,32,2,0.01,0.07441827654838562,0.21767094731330872,0.2727971344211402,0.24073728919029236,0.711040735244751
GAT,2,3,32,3,0.001,0.07460246980190277,0.21845796704292297,0.27313452693114937,0.25879722833633423,0.7117854952812195
GAT,2,3,32,3,0.01,0.07430649548768997,0.21738412976264954,0.27259217796497753,0.24278531968593597,0.7095512747764587
GAT,2,3,64,1,0.001,0.07451386749744415,0.21740736067295074,0.27297228338687457,0.27276110649108887,0.711040735244751
GAT,2,3,64,1,0.01,0.07438922673463821,0.21820852160453796,0.272743884871207,0.2409234642982483,0.7095512747764587
GAT,2,3,64,2,0.001,0.07456789910793304,0.21837753057479858,0.27307123449373616,0.2656860947608948,0.7104821801185608
GAT,2,3,64,2,0.01,0.07437141239643097,0.21825356781482697,0.2727112252849724,0.24185439944267273,0.7086203694343567
GAT,2,3,64,3,0.001,0.07455086708068848,0.21843485534191132,0.27304004666108683,0.2606590986251831,0.7117854952812195
GAT,2,3,64,3,0.01,0.07424722611904144,0.21748629212379456,0.2724834419171951,0.23999254405498505,0.7052690386772156
GAT,2,4,16,1,0.001,0.07685725390911102,0.21637649834156036,0.277231408590569,0.35691675543785095,0.6901880502700806
GAT,2,4,16,1,0.01,0.07435605674982071,0.21771331131458282,0.2726830701562176,0.24055109918117523,0.7097374796867371
GAT,2,4,16,2,0.001,0.07658673077821732,0.2205202430486679,0.2767430772001665,0.28579407930374146,0.6198100447654724
GAT,2,4,16,2,0.01,0.07438281923532486,0.2183600515127182,0.27273213825166415,0.2416682094335556,0.7119717001914978
GAT,2,4,16,3,0.001,0.07480931282043457,0.2187427431344986,0.27351291161558455,0.2695959806442261,0.7117854952812195
GAT,2,4,16,3,0.01,0.07440004497766495,0.21827739477157593,0.2727637163877647,0.24110965430736542,0.7112269401550293
GAT,2,4,32,1,0.001,0.07521006464958191,0.21817027032375336,0.2742445344023868,0.3133494555950165,0.7117854952812195
GAT,2,4,32,1,0.01,0.07439117133617401,0.21783149242401123,0.27274744973358417,0.2409234642982483,0.7078756093978882
GAT,2,4,32,2,0.001,0.07461008429527283,0.2187701314687729,0.2731484656652364,0.25060510635375977,0.7121578454971313
GAT,2,4,32,2,0.01,0.07446110248565674,0.21788735687732697,0.2728756172428323,0.24204057455062866,0.7115992903709412
GAT,2,4,32,3,0.001,0.07456734776496887,0.2181476205587387,0.2730702249696383,0.2532116770744324,0.7117854952812195
GAT,2,4,32,3,0.01,0.0743771567940712,0.21778419613838196,0.2727217570969929,0.24055109918117523,0.7112269401550293
GAT,2,4,64,1,0.001,0.07480505108833313,0.21806377172470093,0.27350512077168343,0.24986034631729126,0.7117854952812195
GAT,2,4,64,1,0.01,0.07436159998178482,0.21849773824214935,0.27269323420610353,0.24148201942443848,0.7117854952812195
GAT,2,4,64,2,0.001,0.07447010278701782,0.21830561757087708,0.2728921083267485,0.24259912967681885,0.7108545899391174
GAT,2,4,64,2,0.01,0.07431866973638535,0.21796907484531403,0.2726145075677106,0.24185439944267273,0.7115992903709412
GAT,2,4,64,3,0.001,0.07443118095397949,0.21754670143127441,0.272820785414124,0.24576428532600403,0.711040735244751
GAT,2,4,64,3,0.01,0.07433987408876419,0.21797457337379456,0.2726533955203276,0.24129584431648254,0.7102960348129272
